category;description;alpha_carotene;beta_carotene;beta_cryptoxanthin;carbohydrate;cholesterol;choline;fiber;lutein_and_zeaxanthin;lycopene;niacin;protein;retinol;riboflavin;selenium;sugar_total;thiamin;water;fat.monosaturated_fat;fat.polysaturated_fat;fat.saturated_fat;fat.total_lipid;major_minerals.calcium;major_minerals.copper;major_minerals.iron;major_minerals.magnesium;major_minerals.phosphorus;major_minerals.potassium;major_minerals.sodium;major_minerals.zinc;vitamins.vitamin_a_-_rae;vitamins.vitamin_b12;vitamins.vitamin_b6;vitamins.vitamin_c;vitamins.vitamin_e;vitamins.vitamin_k;calories
Frozen yogurt;Frozen yogurt, vanilla;0.0;9.0;0.0;21.6;13.0;23.1;0.0;0.0;0.0;0.07;3.0;48.0;0.18;1.9;19.92;0.04;71.2;0.986;0.1;2.326;3.6;100.0;0.009;0.46;10.0;89.0;156.0;63.0;0.28;49.0;0.07;0.04;0.7;0.09;0.3;130.8
Frozen yogurt;Frozen yogurt, chocolate;0.0;9.0;0.0;21.6;13.0;14.1;2.3;0.0;0.0;0.14;3.0;38.0;0.18;1.9;19.24;0.04;71.2;0.961;0.102;2.272;3.6;100.0;0.054;0.46;25.0;89.0;234.0;63.0;0.28;39.0;0.07;0.04;0.0;0.09;0.3;130.8
Frozen yogurt;Frozen yogurt, soft serve, vanilla;0.0;11.0;0.0;24.2;2.0;20.2;0.0;0.0;0.0;0.287;4.0;58.0;0.224;3.3;24.0;0.037;65.3;1.59;0.21;3.42;5.6;143.0;0.04;0.3;14.0;129.0;211.0;87.0;0.42;59.0;0.29;0.08;0.8;0.11;0.3;163.2
Frozen yogurt;Frozen yogurt, soft serve, chocolate;0.0;11.0;0.0;24.87;2.0;20.0;0.7;1.0;0.0;0.325;4.31;57.0;0.224;3.5;23.56;0.038;64.05;1.65;0.215;3.513;5.76;143.0;0.115;0.57;24.0;141.0;237.0;86.0;0.55;58.0;0.28;0.081;0.8;0.11;0.3;168.56
Frozen yogurt sandwich;Frozen yogurt sandwich;0.0;7.0;0.0;34.38;10.0;20.9;0.8;3.0;0.0;0.767;3.9;37.0;0.202;2.8;24.3;0.081;54.52;1.956;1.113;2.805;6.25;83.0;0.123;1.35;21.0;100.0;170.0;192.0;0.48;38.0;0.08;0.043;0.5;0.25;0.8;209.37
Frozen yogurt bar;Frozen yogurt bar, vanilla;0.0;9.0;0.0;21.6;13.0;23.1;0.0;0.0;0.0;0.07;3.0;48.0;0.18;1.9;19.92;0.04;71.2;0.986;0.1;2.326;3.6;100.0;0.009;0.46;10.0;89.0;156.0;63.0;0.28;49.0;0.07;0.04;0.7;0.09;0.3;130.8
Frozen yogurt bar;Frozen yogurt bar, chocolate;0.0;9.0;0.0;21.6;13.0;14.1;2.3;0.0;0.0;0.14;3.0;38.0;0.18;1.9;19.24;0.04;71.2;0.961;0.102;2.272;3.6;100.0;0.054;0.46;25.0;89.0;234.0;63.0;0.28;39.0;0.07;0.04;0.0;0.09;0.3;130.8
Frozen yogurt cone;Frozen yogurt cone, chocolate;0.0;9.0;0.0;23.9;12.0;13.9;2.3;1.0;0.0;0.311;3.2;36.0;0.187;2.0;18.71;0.048;68.56;0.996;0.228;2.23;3.73;97.0;0.06;0.59;25.0;89.0;229.0;71.0;0.3;37.0;0.07;0.04;0.0;0.12;0.4;141.97
Frozen yogurt cone;Frozen yogurt cone, vanilla;0.0;9.0;0.0;23.9;12.0;22.6;0.1;1.0;0.0;0.244;3.2;46.0;0.187;2.0;19.36;0.048;68.56;1.02;0.227;2.282;3.73;97.0;0.017;0.59;11.0;89.0;154.0;71.0;0.3;47.0;0.07;0.04;0.7;0.12;0.4;141.97
Frozen yogurt cone;Frozen yogurt cone, vanilla, waffle cone;0.0;8.0;0.0;25.28;12.0;22.2;0.1;1.0;0.0;0.364;3.29;45.0;0.193;2.1;20.26;0.068;67.19;1.014;0.18;2.223;3.61;97.0;0.024;0.69;11.0;90.0;155.0;77.0;0.31;46.0;0.07;0.041;0.7;0.09;0.4;146.77
Frozen yogurt cone;Frozen yogurt cone, chocolate, waffle cone;0.0;8.0;0.0;25.28;12.0;13.8;2.3;1.0;0.0;0.43;3.29;36.0;0.193;2.1;19.62;0.068;67.19;0.991;0.181;2.172;3.61;97.0;0.067;0.69;25.0;90.0;229.0;77.0;0.31;37.0;0.07;0.041;0.0;0.09;0.4;146.77
Yogurt;Yogurt, whole milk, baby food;0.0;5.0;0.0;4.66;13.0;15.2;0.0;0.0;0.0;0.075;3.47;27.0;0.142;2.2;4.66;0.029;87.89;0.893;0.092;2.096;3.25;121.0;0.009;0.05;12.0;95.0;155.0;46.0;0.59;27.0;0.37;0.032;0.5;0.06;0.2;61.77
Yogurt;Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS;0.0;5.0;0.0;13.22;14.0;14.2;0.3;6.0;0.0;0.119;3.4;23.0;0.129;2.8;11.46;0.047;79.16;0.916;0.367;1.84;3.53;107.0;0.023;0.15;15.0;95.0;149.0;41.0;0.59;24.0;0.32;0.034;1.4;0.07;0.3;98.25
Yogurt;Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron;0.0;7.0;1.0;13.0;10.0;13.4;0.6;13.0;0.0;0.119;3.05;21.0;0.12;2.4;11.46;0.048;80.21;0.74;0.405;1.582;3.08;98.0;0.031;4.18;15.0;86.0;143.0;38.0;0.54;22.0;0.29;0.036;3.6;0.09;0.9;91.92
Yogurt;Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA;0.0;5.0;0.0;13.22;14.0;14.2;0.3;6.0;0.0;0.119;3.4;23.0;0.129;2.8;11.46;0.047;79.16;0.916;0.367;1.84;3.53;107.0;0.023;0.15;15.0;95.0;149.0;41.0;0.59;24.0;0.32;0.034;1.4;0.07;0.3;98.25
Chocolate milk;Chocolate milk, NFS;0.0;11.0;0.0;13.46;2.0;15.6;0.0;0.0;0.0;0.164;3.39;63.0;0.166;1.9;8.39;0.045;82.34;0.0;0.0;0.0;0.0;127.0;0.075;0.27;13.0;101.0;182.0;79.0;0.41;64.0;0.32;0.024;1.0;0.04;0.2;67.4
Chocolate milk;Chocolate milk, ready to drink, whole;0.0;7.0;0.0;10.34;12.0;17.0;0.8;0.0;0.0;0.125;3.17;26.0;0.162;1.9;9.54;0.037;82.3;0.99;0.124;2.104;3.39;112.0;0.065;0.24;13.0;101.0;167.0;60.0;0.41;27.0;0.33;0.04;0.9;0.07;0.3;84.55
Chocolate milk;Chocolate milk, ready to drink, reduced fat;0.0;11.0;0.0;12.13;8.0;17.1;0.7;0.0;0.0;0.164;2.99;63.0;0.183;3.4;9.55;0.045;82.17;0.455;0.089;1.177;1.9;109.0;0.075;0.24;14.0;102.0;169.0;66.0;0.39;64.0;0.33;0.024;0.0;0.04;0.2;77.58
Chocolate milk;Chocolate milk, ready to drink, fat free;0.0;11.0;0.0;13.46;2.0;15.6;0.0;0.0;0.0;0.164;3.39;63.0;0.166;1.9;8.39;0.045;82.34;0.0;0.0;0.0;0.0;127.0;0.075;0.27;13.0;101.0;182.0;79.0;0.41;64.0;0.32;0.024;1.0;0.04;0.2;67.4
Chocolate milk;Chocolate milk, ready to drink, low fat;0.0;2.0;0.0;10.15;5.0;17.0;0.1;0.0;0.0;0.124;3.46;51.0;0.247;1.9;9.94;0.031;84.5;0.3;0.049;0.616;1.11;129.0;0.028;0.23;13.0;96.0;172.0;65.0;0.43;52.0;0.23;0.047;0.4;0.0;0.1;64.43
Chocolate milk;Chocolate milk, ready to drink, reduced sugar, NS as to milk;0.0;2.0;0.0;7.68;5.0;15.2;0.0;0.0;0.0;0.122;3.43;96.0;0.225;1.9;7.29;0.035;87.09;0.29;0.054;0.616;1.04;122.0;0.018;0.16;13.0;98.0;168.0;66.0;0.46;96.0;0.2;0.05;0.0;0.0;0.1;53.8
Chocolate milk;Chocolate milk, ready to drink, low fat (Nesquik);0.0;2.0;0.0;10.15;5.0;17.0;0.1;0.0;0.0;0.124;3.46;51.0;0.247;1.9;9.94;0.031;84.5;0.3;0.049;0.616;1.11;129.0;0.028;0.23;13.0;96.0;172.0;65.0;0.43;52.0;0.23;0.047;0.4;0.0;0.1;64.43
Chocolate milk;Chocolate milk, ready to drink, fat free (Nesquik);0.0;11.0;0.0;13.46;2.0;15.6;0.0;0.0;0.0;0.164;3.39;63.0;0.166;1.9;8.39;0.045;82.34;0.0;0.0;0.0;0.0;127.0;0.075;0.27;13.0;101.0;182.0;79.0;0.41;64.0;0.32;0.024;1.0;0.04;0.2;67.4
Chocolate milk;Chocolate milk, ready to drink, low fat, no sugar added (Nesquik);0.0;2.0;0.0;10.15;5.0;17.0;0.1;0.0;0.0;0.124;3.46;51.0;0.247;1.9;9.94;0.031;84.5;0.3;0.049;0.616;1.11;129.0;0.028;0.23;13.0;96.0;172.0;65.0;0.43;52.0;0.23;0.047;0.4;0.0;0.1;64.43
Hot chocolate / Cocoa;Hot chocolate / Cocoa, ready to drink;0.0;2.0;0.0;16.54;7.0;14.2;0.0;1.0;0.0;0.123;2.72;68.0;0.117;1.7;15.18;0.047;78.43;0.325;0.047;0.903;1.54;102.0;0.058;0.0;17.0;95.0;152.0;60.0;0.45;68.0;0.42;0.049;0.2;0.03;0.2;90.9
Hot chocolate / Cocoa;Hot chocolate / Cocoa, ready to drink, made with nonfat milk;0.0;2.0;0.0;16.52;2.0;14.2;0.0;1.0;0.0;0.128;2.79;52.0;0.112;1.9;15.31;0.044;79.81;0.014;0.005;0.04;0.06;107.0;0.059;0.0;18.0;98.0;159.0;61.0;0.47;52.0;0.45;0.046;0.0;0.0;0.0;77.78
Hot chocolate / Cocoa;Hot chocolate / Cocoa, ready to drink, made with non-dairy milk;0.0;1.0;0.0;16.68;0.0;11.0;0.2;1.0;0.0;0.232;1.21;58.0;0.085;1.3;14.62;0.013;80.39;0.386;0.442;0.115;0.98;122.0;0.132;0.28;16.0;32.0;99.0;75.0;0.23;58.0;0.35;0.014;0.0;1.14;1.3;80.38
Hot chocolate / Cocoa;Hot chocolate / Cocoa, ready to drink, with whipped cream;0.0;6.0;0.0;15.89;12.0;14.4;0.0;1.0;0.0;0.121;2.73;84.0;0.121;1.8;14.6;0.045;77.44;0.742;0.119;1.952;3.18;101.0;0.056;0.0;17.0;93.0;149.0;58.0;0.44;84.0;0.41;0.048;0.2;0.07;0.3;103.1
Hot chocolate / Cocoa;Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream;0.0;5.0;0.0;15.87;8.0;14.4;0.0;1.0;0.0;0.125;2.79;69.0;0.116;2.0;14.72;0.043;78.76;0.445;0.079;1.13;1.77;105.0;0.057;0.0;17.0;96.0;156.0;60.0;0.46;69.0;0.43;0.046;0.0;0.04;0.2;90.57
Hot chocolate / Cocoa;Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream;0.0;4.0;0.0;16.02;5.0;11.3;0.2;1.0;0.0;0.224;1.29;74.0;0.09;1.3;14.07;0.013;79.32;0.799;0.496;1.202;2.64;119.0;0.127;0.27;15.0;33.0;98.0;73.0;0.23;74.0;0.34;0.015;0.0;1.13;1.3;93.0
Chocolate milk;Chocolate milk, made from dry mix, NS as to type of milk;0.0;4.0;0.0;10.13;8.0;17.0;0.3;0.0;0.0;0.115;3.41;55.0;0.132;1.9;9.63;0.054;83.63;0.4;0.061;1.232;2.01;146.0;0.057;0.0;15.0;102.0;164.0;45.0;0.82;55.0;0.53;0.112;1.7;0.03;0.2;72.25
Chocolate milk;Chocolate milk, made from dry mix with whole milk;0.0;7.0;0.0;9.94;11.0;16.9;0.3;0.0;0.0;0.111;3.36;29.0;0.133;1.9;9.55;0.053;82.75;0.646;0.101;1.885;3.14;143.0;0.057;0.0;14.0;100.0;158.0;44.0;0.8;30.0;0.51;0.113;1.7;0.05;0.3;81.46
Chocolate milk;Chocolate milk, made from dry mix with reduced fat milk;0.0;3.0;0.0;10.16;8.0;17.3;0.3;0.0;0.0;0.117;3.42;78.0;0.132;1.8;9.62;0.056;83.68;0.375;0.054;1.182;1.92;146.0;0.057;0.0;15.0;102.0;166.0;45.0;0.82;78.0;0.52;0.113;1.9;0.03;0.2;71.6
Chocolate milk;Chocolate milk, made from dry mix with low fat milk;0.0;1.0;0.0;10.43;5.0;16.5;0.3;0.0;0.0;0.118;3.45;54.0;0.135;2.1;9.69;0.054;84.25;0.197;0.03;0.673;1.03;146.0;0.057;0.0;15.0;102.0;166.0;45.0;0.82;54.0;0.57;0.112;1.7;0.02;0.1;64.79
Chocolate milk;Chocolate milk, made from dry mix with fat free milk;0.0;2.0;0.0;10.14;3.0;17.3;0.3;0.0;0.0;0.123;3.5;60.0;0.126;2.0;9.77;0.053;85.28;0.016;0.006;0.186;0.22;152.0;0.058;0.0;15.0;106.0;174.0;47.0;0.84;60.0;0.54;0.11;1.7;0.0;0.1;56.54
Chocolate milk;Chocolate milk, made from dry mix with non-dairy milk;0.0;1.0;0.0;10.32;0.0;12.7;0.5;0.0;0.0;0.243;1.68;66.0;0.094;1.3;8.99;0.014;85.96;0.445;0.511;0.272;1.27;169.0;0.142;0.32;13.0;30.0;105.0;63.0;0.57;66.0;0.4;0.07;1.7;1.32;1.5;59.43
Chocolate milk;Chocolate milk, made from reduced sugar mix, NS as to type of milk;0.0;4.0;0.0;7.61;8.0;28.7;0.4;0.0;0.0;1.21;3.59;56.0;0.146;2.8;5.86;0.119;85.52;0.499;0.141;1.114;2.1;159.0;0.079;0.14;29.0;120.0;224.0;59.0;1.0;56.0;0.54;0.136;2.4;0.03;0.2;63.7
Chocolate milk;Chocolate milk, made from reduced sugar mix with whole milk;0.0;7.0;0.0;7.42;11.0;28.5;0.4;0.0;0.0;1.205;3.53;30.0;0.147;2.8;5.78;0.118;84.62;0.75;0.182;1.78;3.26;157.0;0.079;0.14;29.0;118.0;217.0;58.0;0.98;31.0;0.52;0.137;2.4;0.05;0.3;73.14
Chocolate milk;Chocolate milk, made from reduced sugar mix with reduced fat milk;0.0;3.0;0.0;7.64;8.0;28.9;0.4;0.0;0.0;1.211;3.6;79.0;0.146;2.7;5.86;0.121;85.58;0.474;0.134;1.062;2.01;160.0;0.079;0.14;29.0;120.0;226.0;59.0;1.0;79.0;0.53;0.137;2.5;0.03;0.2;63.05
Chocolate milk;Chocolate milk, made from reduced sugar mix with low fat milk;0.0;1.0;0.0;7.91;5.0;28.2;0.4;0.0;0.0;1.212;3.63;55.0;0.149;3.0;5.92;0.119;86.15;0.292;0.11;0.543;1.1;160.0;0.079;0.14;29.0;120.0;226.0;59.0;1.0;55.0;0.58;0.136;2.4;0.02;0.1;56.06
Chocolate milk;Chocolate milk, made from reduced sugar mix with fat free milk;0.0;2.0;0.0;7.63;3.0;28.9;0.4;0.0;0.0;1.217;3.67;61.0;0.14;2.9;6.01;0.118;87.2;0.108;0.085;0.047;0.27;166.0;0.08;0.14;30.0;124.0;233.0;61.0;1.02;61.0;0.56;0.134;2.4;0.0;0.0;47.63
Chocolate milk;Chocolate milk, made from reduced sugar mix with non-dairy milk;0.0;1.0;0.0;7.81;0.0;24.2;0.6;0.0;0.0;1.34;1.82;68.0;0.108;2.1;5.2;0.079;87.89;0.545;0.6;0.135;1.34;183.0;0.166;0.47;28.0;46.0;163.0;77.0;0.74;68.0;0.41;0.093;2.4;1.34;1.4;50.58
Chocolate milk;Chocolate milk, made from dry mix, NS as to type of milk (Nesquik);0.0;4.0;0.0;10.13;8.0;17.0;0.3;0.0;0.0;0.115;3.41;55.0;0.132;1.9;9.63;0.054;83.63;0.4;0.061;1.232;2.01;146.0;0.057;0.0;15.0;102.0;164.0;45.0;0.82;55.0;0.53;0.112;1.7;0.03;0.2;72.25
Chocolate milk;Chocolate milk, made from dry mix with whole milk (Nesquik);0.0;7.0;0.0;9.94;11.0;16.9;0.3;0.0;0.0;0.111;3.36;29.0;0.133;1.9;9.55;0.053;82.75;0.646;0.101;1.885;3.14;143.0;0.057;0.0;14.0;100.0;158.0;44.0;0.8;30.0;0.51;0.113;1.7;0.05;0.3;81.46
Chocolate milk;Chocolate milk, made from dry mix with reduced fat milk (Nesquik);0.0;3.0;0.0;10.16;8.0;17.3;0.3;0.0;0.0;0.117;3.42;78.0;0.132;1.8;9.62;0.056;83.68;0.375;0.054;1.182;1.92;146.0;0.057;0.0;15.0;102.0;166.0;45.0;0.82;78.0;0.52;0.113;1.9;0.03;0.2;71.6
Chocolate milk;Chocolate milk, made from dry mix with low fat milk (Nesquik);0.0;1.0;0.0;10.43;5.0;16.5;0.3;0.0;0.0;0.118;3.45;54.0;0.135;2.1;9.69;0.054;84.25;0.197;0.03;0.673;1.03;146.0;0.057;0.0;15.0;102.0;166.0;45.0;0.82;54.0;0.57;0.112;1.7;0.02;0.1;64.79
Chocolate milk;Chocolate milk, made from dry mix with fat free milk (Nesquik);0.0;2.0;0.0;10.14;3.0;17.3;0.3;0.0;0.0;0.123;3.5;60.0;0.126;2.0;9.77;0.053;85.28;0.016;0.006;0.186;0.22;152.0;0.058;0.0;15.0;106.0;174.0;47.0;0.84;60.0;0.54;0.11;1.7;0.0;0.1;56.54
Chocolate milk;Chocolate milk, made from dry mix with non-dairy milk (Nesquik);0.0;1.0;0.0;10.32;0.0;12.7;0.5;0.0;0.0;0.243;1.68;66.0;0.094;1.3;8.99;0.014;85.96;0.445;0.511;0.272;1.27;169.0;0.142;0.32;13.0;30.0;105.0;63.0;0.57;66.0;0.4;0.07;1.7;1.32;1.5;59.43
Chocolate milk;Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik);0.0;4.0;0.0;7.61;8.0;28.7;0.4;0.0;0.0;1.21;3.59;56.0;0.146;2.8;5.86;0.119;85.52;0.499;0.141;1.114;2.1;159.0;0.079;0.14;29.0;120.0;224.0;59.0;1.0;56.0;0.54;0.136;2.4;0.03;0.2;63.7
Chocolate milk;Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik);0.0;7.0;0.0;7.42;11.0;28.5;0.4;0.0;0.0;1.205;3.53;30.0;0.147;2.8;5.78;0.118;84.62;0.75;0.182;1.78;3.26;157.0;0.079;0.14;29.0;118.0;217.0;58.0;0.98;31.0;0.52;0.137;2.4;0.05;0.3;73.14
Chocolate milk;Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik);0.0;3.0;0.0;7.64;8.0;28.9;0.4;0.0;0.0;1.211;3.6;79.0;0.146;2.7;5.86;0.121;85.58;0.474;0.134;1.062;2.01;160.0;0.079;0.14;29.0;120.0;226.0;59.0;1.0;79.0;0.53;0.137;2.5;0.03;0.2;63.05
Chocolate milk;Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik);0.0;1.0;0.0;7.91;5.0;28.2;0.4;0.0;0.0;1.212;3.63;55.0;0.149;3.0;5.92;0.119;86.15;0.292;0.11;0.543;1.1;160.0;0.079;0.14;29.0;120.0;226.0;59.0;1.0;55.0;0.58;0.136;2.4;0.02;0.1;56.06
Chocolate milk;Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik);0.0;2.0;0.0;7.63;3.0;28.9;0.4;0.0;0.0;1.217;3.67;61.0;0.14;2.9;6.01;0.118;87.2;0.108;0.085;0.047;0.27;166.0;0.08;0.14;30.0;124.0;233.0;61.0;1.02;61.0;0.56;0.134;2.4;0.0;0.0;47.63
Chocolate milk;Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik);0.0;1.0;0.0;7.81;0.0;24.2;0.6;0.0;0.0;1.34;1.82;68.0;0.108;2.1;5.2;0.079;87.89;0.545;0.6;0.135;1.34;183.0;0.166;0.47;28.0;46.0;163.0;77.0;0.74;68.0;0.41;0.093;2.4;1.34;1.4;50.58
Chocolate milk;Chocolate milk, made from syrup, NS as to type of milk;0.0;3.0;0.0;13.18;7.0;15.7;0.0;0.0;0.0;0.118;2.89;51.0;0.123;1.9;12.23;0.05;81.43;0.369;0.056;1.009;1.73;109.0;0.042;0.0;16.0;97.0;152.0;54.0;0.44;51.0;0.48;0.053;0.1;0.03;0.2;79.85
Chocolate milk;Chocolate milk, made from syrup with whole milk;0.0;6.0;0.0;13.0;10.0;15.5;0.0;0.0;0.0;0.114;2.84;27.0;0.124;1.8;12.16;0.049;80.62;0.596;0.094;1.612;2.77;107.0;0.042;0.0;16.0;95.0;146.0;53.0;0.43;28.0;0.47;0.054;0.0;0.04;0.3;88.29
Chocolate milk;Chocolate milk, made from syrup with reduced fat milk;0.0;3.0;0.0;13.21;7.0;15.9;0.0;0.0;0.0;0.12;2.9;72.0;0.123;1.8;12.23;0.052;81.48;0.347;0.05;0.962;1.65;109.0;0.042;0.0;16.0;97.0;154.0;54.0;0.45;72.0;0.48;0.054;0.2;0.03;0.2;79.29
Chocolate milk;Chocolate milk, made from syrup with low fat milk;0.0;1.0;0.0;13.45;4.0;15.2;0.0;0.0;0.0;0.121;2.93;50.0;0.125;2.0;12.29;0.05;82.0;0.182;0.028;0.492;0.82;109.0;0.042;0.0;16.0;97.0;154.0;54.0;0.45;50.0;0.53;0.053;0.0;0.02;0.1;72.9
Chocolate milk;Chocolate milk, made from syrup with fat free milk;0.0;2.0;0.0;13.19;3.0;15.9;0.0;0.0;0.0;0.125;2.97;55.0;0.118;1.9;12.37;0.049;82.96;0.015;0.005;0.042;0.07;114.0;0.043;0.0;16.0;100.0;161.0;56.0;0.46;55.0;0.5;0.051;0.0;0.0;0.0;65.27
Chocolate milk;Chocolate milk, made from syrup with non-dairy milk;0.0;1.0;0.0;13.36;0.0;11.6;0.2;0.0;0.0;0.236;1.29;61.0;0.088;1.2;11.64;0.013;83.58;0.411;0.472;0.122;1.04;130.0;0.121;0.3;14.0;30.0;97.0;70.0;0.21;61.0;0.37;0.015;0.0;1.22;1.3;67.96
Chocolate milk;Chocolate milk, made from light syrup, NS as to type of milk;0.0;3.0;0.0;8.6;7.0;15.8;0.0;0.0;0.0;0.119;3.1;51.0;0.125;1.8;7.86;0.051;85.67;0.373;0.057;1.018;1.86;111.0;0.035;0.0;15.0;97.0;161.0;47.0;0.43;51.0;0.49;0.054;0.1;0.03;0.2;63.54
Chocolate milk;Chocolate milk, made from light syrup with whole milk;0.0;6.0;0.0;8.42;10.0;15.7;0.0;0.0;0.0;0.114;3.04;27.0;0.126;1.8;7.79;0.05;84.85;0.602;0.094;1.627;2.92;109.0;0.035;0.0;15.0;95.0;155.0;46.0;0.42;28.0;0.47;0.054;0.0;0.04;0.3;72.12
Chocolate milk;Chocolate milk, made from light syrup with reduced fat milk;0.0;3.0;0.0;8.63;7.0;16.0;0.0;0.0;0.0;0.12;3.1;73.0;0.125;1.7;7.86;0.053;85.72;0.35;0.051;0.971;1.78;112.0;0.035;0.0;15.0;97.0;163.0;47.0;0.44;73.0;0.48;0.054;0.2;0.03;0.2;62.94
Chocolate milk;Chocolate milk, made from light syrup with low fat milk;0.0;1.0;0.0;8.87;4.0;15.3;0.0;0.0;0.0;0.121;3.13;51.0;0.127;2.0;7.92;0.051;86.24;0.184;0.028;0.497;0.95;112.0;0.035;0.0;15.0;97.0;163.0;47.0;0.44;51.0;0.53;0.054;0.0;0.02;0.1;56.55
Chocolate milk;Chocolate milk, made from light syrup with fat free milk;0.0;2.0;0.0;8.61;3.0;16.0;0.0;0.0;0.0;0.126;3.18;56.0;0.12;1.9;8.0;0.05;87.21;0.015;0.005;0.043;0.19;117.0;0.036;0.0;15.0;100.0;170.0;48.0;0.45;56.0;0.51;0.052;0.0;0.0;0.0;48.87
Chocolate milk;Chocolate milk, made from light syrup with non-dairy milk;0.0;1.0;0.0;8.78;0.0;11.7;0.2;0.0;0.0;0.237;1.48;62.0;0.09;1.2;7.27;0.014;87.84;0.415;0.476;0.123;1.17;132.0;0.115;0.3;14.0;29.0;105.0;63.0;0.2;62.0;0.37;0.015;0.0;1.23;1.3;51.57
Chocolate milk;Chocolate milk, made from sugar free syrup, NS as to type of milk;0.0;3.0;0.0;6.04;7.0;15.9;0.4;1.0;0.0;0.143;3.28;51.0;0.129;1.9;4.31;0.052;87.77;0.426;0.062;1.112;2.0;110.0;0.072;0.26;20.0;104.0;186.0;77.0;0.5;51.0;0.49;0.055;0.1;0.03;0.2;55.28
Chocolate milk;Chocolate milk, made from sugar free syrup with whole milk;0.0;6.0;0.0;5.87;10.0;15.8;0.4;1.0;0.0;0.138;3.23;27.0;0.13;1.9;4.24;0.051;86.94;0.655;0.1;1.72;3.05;108.0;0.072;0.26;20.0;103.0;180.0;76.0;0.48;28.0;0.47;0.056;0.0;0.05;0.3;63.85
Chocolate milk;Chocolate milk, made from sugar free syrup with reduced fat milk;0.0;3.0;0.0;6.08;7.0;16.1;0.4;1.0;0.0;0.144;3.29;73.0;0.129;1.8;4.31;0.054;87.82;0.404;0.056;1.064;1.92;110.0;0.072;0.26;20.0;104.0;188.0;77.0;0.5;73.0;0.48;0.056;0.2;0.03;0.2;54.76
Chocolate milk;Chocolate milk, made from sugar free syrup with low fat milk;0.0;1.0;0.0;6.32;4.0;15.4;0.4;1.0;0.0;0.145;3.32;51.0;0.131;2.1;4.37;0.052;88.34;0.237;0.033;0.59;1.08;110.0;0.072;0.26;20.0;104.0;188.0;77.0;0.5;51.0;0.53;0.055;0.0;0.02;0.1;48.28
Chocolate milk;Chocolate milk, made from sugar free syrup with fat free milk;0.0;2.0;0.0;6.06;3.0;16.1;0.4;1.0;0.0;0.15;3.36;56.0;0.123;2.0;4.45;0.051;89.31;0.069;0.01;0.136;0.32;115.0;0.073;0.26;20.0;108.0;195.0;79.0;0.52;56.0;0.51;0.053;0.0;0.0;0.0;40.56
Chocolate milk;Chocolate milk, made from sugar free syrup with non-dairy milk;0.0;1.0;0.0;6.22;0.0;11.8;0.5;1.0;0.0;0.262;1.66;62.0;0.094;1.3;3.72;0.015;89.94;0.468;0.481;0.217;1.31;131.0;0.151;0.56;18.0;37.0;130.0;94.0;0.26;62.0;0.37;0.016;0.0;1.23;1.4;43.31
Hot chocolate / Cocoa;Hot chocolate / Cocoa, made with dry mix and water;0.0;0.0;0.0;11.4;0.0;4.5;0.5;1.0;0.0;0.08;0.91;0.0;0.077;0.7;8.93;0.013;86.5;0.18;0.016;0.324;0.55;21.0;0.048;0.16;12.0;43.0;97.0;72.0;0.21;0.0;0.05;0.016;0.0;0.03;0.1;54.19
Hot chocolate / Cocoa;Hot chocolate / Cocoa, made with dry mix and whole milk;0.0;6.0;0.0;15.16;10.0;19.1;0.5;1.0;0.0;0.169;3.73;27.0;0.195;2.3;12.87;0.059;76.61;0.773;0.109;1.929;3.31;124.0;0.039;0.16;21.0;129.0;225.0;100.0;0.55;28.0;0.49;0.065;0.0;0.07;0.4;105.35
Hot chocolate / Cocoa;Hot chocolate / Cocoa, made with dry mix and reduced fat milk;0.0;3.0;0.0;15.37;7.0;19.4;0.5;1.0;0.0;0.175;3.79;72.0;0.194;2.2;12.94;0.061;77.47;0.523;0.065;1.278;2.18;127.0;0.039;0.16;21.0;131.0;232.0;101.0;0.57;72.0;0.5;0.065;0.2;0.05;0.3;96.26
Hot chocolate / Cocoa;Hot chocolate / Cocoa, made with dry mix and low fat milk;0.0;1.0;0.0;15.61;4.0;18.7;0.5;1.0;0.0;0.176;3.82;50.0;0.196;2.5;13.0;0.06;78.0;0.358;0.043;0.808;1.36;127.0;0.039;0.16;21.0;131.0;232.0;101.0;0.57;50.0;0.55;0.065;0.0;0.04;0.2;89.96
Hot chocolate / Cocoa;Hot chocolate / Cocoa, made with dry mix and fat free milk;0.0;2.0;0.0;15.35;3.0;19.4;0.5;1.0;0.0;0.18;3.86;56.0;0.189;2.4;13.08;0.059;78.95;0.191;0.02;0.358;0.6;132.0;0.04;0.16;22.0;135.0;239.0;102.0;0.58;56.0;0.52;0.063;0.0;0.02;0.1;82.24
